fight_link,date,location,method,round,time,time_format,referee,details,name_1,name_2,stage_name_1,stage_name_2,win_loss_1,win_loss_2,kd_1,kd_2,sig_str_1,sig_str_2,total_str_1,total_str_2,sig_str_landed_1,sig_str_attempted_1,total_str_landed_1,total_str_attempted_1,sig_str_landed_2,sig_str_attempted_2,total_str_landed_2,total_str_attempted_2,sig_str_accuracy_1,total_str_accuracy_1,sig_str_accuracy_2,total_str_accuracy_2,winner,fight_time_seconds,total_fight_time_seconds
http://ufcstats.com/fight-details/ced01368259428f5,2023-06-24,"Jacksonville, Florida, USA",Decision - Split,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,,Neil Magny,Phil Rowe,"""The Haitian Sensation""","""The Fresh Prince""",W,L,0,0,29 of 65,34 of 64,109 of 159,51 of 86,29,65,109,159,34,64,51,86,0.4461538461538462,0.6855345911949685,0.53125,0.5930232558139535,Neil Magny,300,900
http://ufcstats.com/fight-details/582806c33ce6dcf6,2023-06-24,"Jacksonville, Florida, USA",KO/TKO,2,4:13,3 Rnd (5-5-5),Keith Peterson,Punch to Head At Distance,David Onama,Gabriel Santos,,"""Mosquitinho""",W,L,1,0,53 of 104,39 of 73,59 of 118,56 of 90,53,104,59,118,39,73,56,90,0.5096153846153846,0.5,0.5342465753424658,0.6222222222222222,David Onama,253,553
http://ufcstats.com/fight-details/8b296724a6844865,2023-06-24,"Jacksonville, Florida, USA",KO/TKO,2,2:36,3 Rnd (5-5-5),Larry Folsom,Punch to Head At Distance,Mateusz Rebecki,Loik Radzhabov,,"""The Tajik Tank""",W,L,2,0,54 of 95,19 of 54,64 of 110,19 of 54,54,95,64,110,19,54,19,54,0.5684210526315789,0.5818181818181818,0.35185185185185186,0.35185185185185186,Mateusz Rebecki,156,456
http://ufcstats.com/fight-details/9124740fe7816d70,2023-06-24,"Jacksonville, Florida, USA",Submission,1,4:39,3 Rnd (5-5-5),Marc Goddard,Rear Naked Choke,Brendan Allen,Bruno Silva,"""All In""","""Blindado""",W,L,1,0,30 of 56,20 of 38,40 of 69,24 of 42,30,56,40,69,20,38,24,42,0.5357142857142857,0.5797101449275363,0.5263157894736842,0.5714285714285714,Brendan Allen,279,279
http://ufcstats.com/fight-details/07cb64236ae7aaea,2023-06-24,"Jacksonville, Florida, USA",KO/TKO,2,3:42,3 Rnd (5-5-5),Keith Peterson,Elbows to Head From Half Guard,Amanda Ribas,Maycee Barber,,"""The Future""",L,W,0,0,35 of 74,81 of 124,43 of 85,93 of 139,35,74,43,85,81,124,93,139,0.47297297297297297,0.5058823529411764,0.6532258064516129,0.6690647482014388,Maycee Barber,222,522
http://ufcstats.com/fight-details/c3b733bf084c2cd0,2015-07-15,"San Diego, California, USA",KO/TKO,2,3:37,3 Rnd (5-5-5),Jason Herzog,Punch to Head In Clinch,Andrew Craig,Lyman Good,"""Highlight""","""Cyborg""",L,W,0,1,20 of 97,55 of 106,24 of 101,64 of 115,20,97,24,101,55,106,64,115,0.20618556701030927,0.2376237623762376,0.5188679245283019,0.5565217391304348,Lyman Good,217,517
http://ufcstats.com/fight-details/3100a4e29da974ad,2015-07-15,"San Diego, California, USA",Decision - Split,3,5:00,3 Rnd (5-5-5),Jason Herzog,,Rani Yahya,Masanori Kanehara,,,W,L,0,0,24 of 68,24 of 44,26 of 70,136 of 157,24,68,26,70,24,44,136,157,0.35294117647058826,0.37142857142857144,0.5454545454545454,0.8662420382165605,Rani Yahya,300,900
http://ufcstats.com/fight-details/c3ef3cb03edde8bb,2023-06-24,"Jacksonville, Florida, USA",Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Marc Goddard,,Josh Emmett,Ilia Topuria,"""CC0""","""El Matador""",L,W,0,1,87 of 305,152 of 344,89 of 309,171 of 365,87,305,89,309,152,344,171,365,0.28524590163934427,0.28802588996763756,0.4418604651162791,0.4684931506849315,Ilia Topuria,300,1500
http://ufcstats.com/fight-details/5301d765d64f863e,2015-07-15,"San Diego, California, USA",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),John McCarthy,,Igor Araujo,Sean Strickland,,,L,W,0,1,39 of 82,71 of 169,48 of 92,87 of 188,39,82,48,92,71,169,87,188,0.47560975609756095,0.5217391304347826,0.42011834319526625,0.4627659574468085,Sean Strickland,300,900
http://ufcstats.com/fight-details/a16d8d0cc93372c4,2015-07-15,"San Diego, California, USA",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,,Kevin Casey,Ildemar Alcantara,"""King""","""Marajo""",W,L,0,0,41 of 86,20 of 66,64 of 111,20 of 67,41,86,64,111,20,66,20,67,0.47674418604651164,0.5765765765765766,0.30303030303030304,0.29850746268656714,Kevin Casey,300,900
http://ufcstats.com/fight-details/541e5c7a87712fc2,2015-07-15,"San Diego, California, USA",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jason Herzog,,Sam Sicilia,Yaotzin Meza,,,W,L,0,0,12 of 41,18 of 37,33 of 66,39 of 60,12,41,33,66,18,37,39,60,0.2926829268292683,0.5,0.4864864864864865,0.65,Sam Sicilia,300,900
http://ufcstats.com/fight-details/d447919ec1a9f34c,2015-07-15,"San Diego, California, USA",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),John McCarthy,,Jessica Andrade,Sarah Moras,"""Bate Estaca""","""Cheesecake""",W,L,0,0,50 of 90,18 of 56,158 of 206,23 of 61,50,90,158,206,18,56,23,61,0.5555555555555556,0.7669902912621359,0.32142857142857145,0.3770491803278688,Jessica Andrade,300,900
http://ufcstats.com/fight-details/464133df9ca19865,2015-07-15,"San Diego, California, USA",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,Point Deducted: Illegal Knee by Jouban,Alan Jouban,Matt Dwyer,"""Brahma""",,W,L,1,1,51 of 104,29 of 117,63 of 116,34 of 122,51,104,63,116,29,117,34,122,0.49038461538461536,0.5431034482758621,0.24786324786324787,0.2786885245901639,Alan Jouban,300,900
http://ufcstats.com/fight-details/fd984e8a9e25c927,2015-07-15,"San Diego, California, USA",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jason Herzog,,Holly Holm,Marion Reneau,"""The Preacher's Daughter""","""The Belizean Bruiser""",W,L,0,0,65 of 178,26 of 75,70 of 184,32 of 82,65,178,70,184,26,75,32,82,0.3651685393258427,0.3804347826086957,0.3466666666666667,0.3902439024390244,Holly Holm,300,900
http://ufcstats.com/fight-details/ea967877dd4d6efb,2015-07-15,"San Diego, California, USA",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,,Scott Jorgensen,Manvel Gamburyan,"""Young Guns""","""The Anvil""",L,W,0,1,36 of 74,42 of 95,56 of 94,65 of 128,36,74,56,94,42,95,65,128,0.4864864864864865,0.5957446808510638,0.4421052631578947,0.5078125,Manvel Gamburyan,300,900
http://ufcstats.com/fight-details/c0e8095c91c39b06,2015-07-15,"San Diego, California, USA",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,,Josh Thomson,Tony Ferguson,"""The Punk""","""El Cucuy""",L,W,0,1,33 of 100,83 of 149,35 of 102,101 of 167,33,100,35,102,83,149,101,167,0.33,0.3431372549019608,0.5570469798657718,0.6047904191616766,Tony Ferguson,300,900
http://ufcstats.com/fight-details/b8019af428c064ef,2015-07-15,"San Diego, California, USA",Submission,1,2:56,3 Rnd (5-5-5),John McCarthy,Rear Naked Choke,Kevin Lee,James Moontasri,"""The Motown Phenom""","""Moon Walker""",W,L,0,0,9 of 28,6 of 18,9 of 28,6 of 18,9,28,9,28,6,18,6,18,0.32142857142857145,0.32142857142857145,0.3333333333333333,0.3333333333333333,Kevin Lee,176,176
http://ufcstats.com/fight-details/3b83ec99accfd271,2015-07-15,"San Diego, California, USA",KO/TKO,1,1:13,5 Rnd (5-5-5-5-5),John McCarthy,Punch to Head In Clinch,Frank Mir,Todd Duffee,,,W,L,1,0,16 of 37,9 of 24,16 of 37,9 of 24,16,37,16,37,9,24,9,24,0.43243243243243246,0.43243243243243246,0.375,0.375,Frank Mir,73,73
http://ufcstats.com/fight-details/c835ccffa472970e,2018-10-06,"Las Vegas, Nevada, USA",KO/TKO,3,3:42,3 Rnd (5-5-5),Jason Herzog,Elbows to Head From Mount,Scott Holtzman,Alan Patrick,"""Hot Sauce""","""Nuguette""",W,L,1,0,73 of 111,25 of 62,96 of 138,27 of 65,73,111,96,138,25,62,27,65,0.6576576576576577,0.6956521739130435,0.4032258064516129,0.4153846153846154,Scott Holtzman,222,822
http://ufcstats.com/fight-details/9bc042a700d9a531,2018-10-06,"Las Vegas, Nevada, USA",KO/TKO,2,1:19,3 Rnd (5-5-5),Dan Miragliotta,Kick to Head At Distance,Gray Maynard,Nik Lentz,,"""The Carny""",L,W,0,1,13 of 27,75 of 101,13 of 27,92 of 121,13,27,13,27,75,101,92,121,0.48148148148148145,0.48148148148148145,0.7425742574257426,0.7603305785123967,Nik Lentz,79,379
http://ufcstats.com/fight-details/68ba4aca75b02496,2018-10-06,"Las Vegas, Nevada, USA",KO/TKO,3,1:00,3 Rnd (5-5-5),Chris Tognoni,Kick to Head At Distance,Ryan LaFlare,Anthony Rocco Martin,,,L,W,0,2,35 of 68,36 of 77,38 of 72,38 of 79,35,68,38,72,36,77,38,79,0.5147058823529411,0.5277777777777778,0.4675324675324675,0.4810126582278481,Anthony Rocco Martin,60,660
http://ufcstats.com/fight-details/21be9181725ab599,2018-10-06,"Las Vegas, Nevada, USA",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Chris Tognoni,,Lina Lansberg,Yana Santos,"""Elbow Queen""",,L,W,0,0,43 of 87,72 of 111,61 of 109,159 of 208,43,87,61,109,72,111,159,208,0.4942528735632184,0.5596330275229358,0.6486486486486487,0.7644230769230769,Yana Santos,300,900
http://ufcstats.com/fight-details/e2e524bb5392a3ea,2018-10-06,"Las Vegas, Nevada, USA",KO/TKO,1,3:26,3 Rnd (5-5-5),Chris Tognoni,Punches to Head From Back Control,Aspen Ladd,Tonya Evinger,,"""Triple Threat""",W,L,0,0,50 of 73,9 of 16,59 of 84,15 of 22,50,73,59,84,9,16,15,22,0.684931506849315,0.7023809523809523,0.5625,0.6818181818181818,Aspen Ladd,206,206
http://ufcstats.com/fight-details/48ea8a30f7b88cfc,2018-10-06,"Las Vegas, Nevada, USA",KO/TKO,1,3:52,3 Rnd (5-5-5),Dan Miragliotta,Punches to Head From Guard,Vicente Luque,Jalin Turner,"""The Silent Assassin""","""The Tarantula""",W,L,1,0,41 of 64,31 of 58,41 of 64,31 of 58,41,64,41,64,31,58,31,58,0.640625,0.640625,0.5344827586206896,0.5344827586206896,Vicente Luque,232,232
http://ufcstats.com/fight-details/8f5482992dad74d2,2018-10-06,"Las Vegas, Nevada, USA",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,,Sergio Pettis,Jussier Formiga,,,L,W,0,0,30 of 97,18 of 37,91 of 161,90 of 123,30,97,91,161,18,37,90,123,0.30927835051546393,0.5652173913043478,0.4864864864864865,0.7317073170731707,Jussier Formiga,300,900
http://ufcstats.com/fight-details/8f6dda53ea3b09c7,2018-10-06,"Las Vegas, Nevada, USA",KO/TKO,2,5:00,3 Rnd (5-5-5),Jason Herzog,"to    
      Corner Stoppage",Tony Ferguson,Anthony Pettis,"""El Cucuy""","""Showtime""",W,L,0,1,114 of 194,45 of 99,115 of 195,49 of 104,114,194,115,195,45,99,49,104,0.5876288659793815,0.5897435897435898,0.45454545454545453,0.47115384615384615,Tony Ferguson,300,600
http://ufcstats.com/fight-details/adee1fc200ed1a12,2018-10-06,"Las Vegas, Nevada, USA",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jason Herzog,,Michelle Waterson-Gomez,Felice Herrig,"""The Karate Hottie""","""Lil Bulldog""",W,L,0,0,76 of 107,51 of 100,131 of 163,70 of 126,76,107,131,163,51,100,70,126,0.7102803738317757,0.803680981595092,0.51,0.5555555555555556,Michelle Waterson-Gomez,300,900
http://ufcstats.com/fight-details/3c5442bb62ca1505,2018-10-06,"Las Vegas, Nevada, USA",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,,Ovince Saint Preux,Dominick Reyes,,"""The Devastator""",L,W,0,1,38 of 71,94 of 142,39 of 72,101 of 150,38,71,39,72,94,142,101,150,0.5352112676056338,0.5416666666666666,0.6619718309859155,0.6733333333333333,Dominick Reyes,300,900
http://ufcstats.com/fight-details/3eea92e7f26fb05b,2018-10-06,"Las Vegas, Nevada, USA",Submission,4,3:03,5 Rnd (5-5-5-5-5),Herb Dean,Rear Naked Choke,Khabib Nurmagomedov,Conor McGregor,"""The Eagle""","""The Notorious""",W,L,0,0,70 of 119,51 of 81,104 of 157,96 of 128,70,119,104,157,51,81,96,128,0.5882352941176471,0.6624203821656051,0.6296296296296297,0.75,Khabib Nurmagomedov,183,1083
http://ufcstats.com/fight-details/0bc354fbb6e99ab6,2019-05-04,"Ottawa, Ontario, Canada",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Yves Lavigne,,Arjan Bhullar,Juan Adams,,"""The Kraken""",W,L,0,0,41 of 62,81 of 185,69 of 94,107 of 212,41,62,69,94,81,185,107,212,0.6612903225806451,0.7340425531914894,0.43783783783783786,0.5047169811320755,Arjan Bhullar,300,900
http://ufcstats.com/fight-details/c936527df280b8b4,2019-05-04,"Ottawa, Ontario, Canada",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Kevin MacDonald,,Aiemann Zahabi,Vince Morales,,"""Vandetta""",L,W,0,0,28 of 82,59 of 194,29 of 83,59 of 194,28,82,29,83,59,194,59,194,0.34146341463414637,0.3493975903614458,0.30412371134020616,0.30412371134020616,Vince Morales,300,900
http://ufcstats.com/fight-details/a3731057c8775716,2019-05-04,"Ottawa, Ontario, Canada",Submission,3,3:16,3 Rnd (5-5-5),Todd Ronald Anderson,Arm Triangle From Mount,Kyle Nelson,Matt Sayles,"""The Monster""",,L,W,0,0,26 of 93,75 of 147,32 of 103,106 of 181,26,93,32,103,75,147,106,181,0.27956989247311825,0.3106796116504854,0.5102040816326531,0.585635359116022,Matt Sayles,196,796
http://ufcstats.com/fight-details/a6cc776330194937,2019-05-04,"Ottawa, Ontario, Canada",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Todd Ronald Anderson,,Marc-Andre Barriault,Andrew Sanchez,"""Powerbar""","""El Dirte""",L,W,0,0,69 of 130,72 of 148,76 of 137,102 of 181,69,130,76,137,72,148,102,181,0.5307692307692308,0.5547445255474452,0.4864864864864865,0.56353591160221,Andrew Sanchez,300,900
http://ufcstats.com/fight-details/3011439ecaf74180,2019-05-04,"Ottawa, Ontario, Canada",KO/TKO,2,2:22,3 Rnd (5-5-5),Yves Lavigne,Punches to Head From Mount,Macy Chiasson,Sarah Moras,,"""Cheesecake""",W,L,0,0,43 of 66,9 of 11,82 of 107,29 of 38,43,66,82,107,9,11,29,38,0.6515151515151515,0.7663551401869159,0.8181818181818182,0.7631578947368421,Macy Chiasson,142,442
http://ufcstats.com/fight-details/003c84fc7c3fa028,2019-05-04,"Ottawa, Ontario, Canada",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jerin Valel,,Nordine Taleb,Kyle Prepolec,,,W,L,0,0,90 of 201,52 of 153,90 of 201,53 of 154,90,201,90,201,52,153,53,154,0.44776119402985076,0.44776119402985076,0.33986928104575165,0.34415584415584416,Nordine Taleb,300,900
http://ufcstats.com/fight-details/e939acbd9894c686,2019-05-04,"Ottawa, Ontario, Canada",KO/TKO,1,0:50,3 Rnd (5-5-5),Jerin Valel,Knees to Head In Clinch,Walt Harris,Serghei Spivac,"""The Big Ticket""","""Polar Bear""",W,L,1,0,17 of 28,1 of 3,17 of 28,1 of 3,17,28,17,28,1,3,1,3,0.6071428571428571,0.6071428571428571,0.3333333333333333,0.3333333333333333,Walt Harris,50,50
http://ufcstats.com/fight-details/ad59540382d5b7f6,2019-05-04,"Ottawa, Ontario, Canada",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Todd Ronald Anderson,,Derek Brunson,Elias Theodorou,"""The One""","""The Spartan""",W,L,0,0,56 of 94,65 of 170,65 of 103,87 of 194,56,94,65,103,65,170,87,194,0.5957446808510638,0.6310679611650486,0.38235294117647056,0.4484536082474227,Derek Brunson,300,900
http://ufcstats.com/fight-details/e6b2d6d33968c66c,2019-05-04,"Ottawa, Ontario, Canada",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Kevin MacDonald,,Brad Katona,Merab Dvalishvili,"""Superman""","""The Machine""",L,W,0,0,32 of 56,55 of 102,43 of 70,215 of 274,32,56,43,70,55,102,215,274,0.5714285714285714,0.6142857142857143,0.5392156862745098,0.7846715328467153,Merab Dvalishvili,300,900
http://ufcstats.com/fight-details/652a956adab8ad0e,2019-12-07,"Washington, DC, USA",Submission,2,1:16,3 Rnd (5-5-5),Keith Peterson,Rear Naked Choke,Virna Jandiroba,Mallory Martin,"""Carcara""",,W,L,0,0,7 of 20,9 of 30,20 of 35,17 of 39,7,20,20,35,9,30,17,39,0.35,0.5714285714285714,0.3,0.4358974358974359,Virna Jandiroba,76,376
http://ufcstats.com/fight-details/feaf740e3ae53b7c,2019-05-04,"Ottawa, Ontario, Canada",Decision - Split,3,5:00,3 Rnd (5-5-5),Yves Lavigne,,Cub Swanson,Shane Burgos,,"""Hurricane""",L,W,0,0,129 of 256,134 of 268,132 of 260,147 of 282,129,256,132,260,134,268,147,282,0.50390625,0.5076923076923077,0.5,0.5212765957446809,Shane Burgos,300,900
